Generator Name,DataTypeName,DatatypeID,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Cottonwood 1,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottonwood 1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottonwood 1,MinGen,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottonwood 1,MaxCap,4,0,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.4,0.3,0.3,0.3,0.4
Cottonwood 1,MonthlyEnergy,5,0,126,117,122,126,177,167,157,131,101,105,112,125
Cottonwood 1,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottonwood 1,DispatchCost,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottonwood 1,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottonwood 1,DailyOpRange,11,0,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.4,0.3,0.3,0.3,0.4
Cottonwood 1,PLFAllocator,12,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Cottonwood 2,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottonwood 2,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottonwood 2,MinGen,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottonwood 2,MaxCap,4,0,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.4,0.3,0.3,0.3,0.4
Cottonwood 2,MonthlyEnergy,5,0,126,117,122,126,177,167,157,131,101,105,112,125
Cottonwood 2,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottonwood 2,DispatchCost,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottonwood 2,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottonwood 2,DailyOpRange,11,0,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.4,0.3,0.3,0.3,0.4
Cottonwood 2,PLFAllocator,12,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Haiwee 1,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiwee 1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiwee 1,MinGen,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiwee 1,MaxCap,4,0,1.4,1.4,1.3,1.4,2,1.9,1.7,1.4,1.2,1.2,1.3,1.4
Haiwee 1,MonthlyEnergy,5,0,148.5,196.5,310,367.5,502.5,455,501.5,409.5,305,242,169,177.5
Haiwee 1,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiwee 1,DispatchCost,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiwee 1,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiwee 1,DailyOpRange,11,0,1.4,1.4,1.3,1.4,2,1.9,1.7,1.4,1.2,1.2,1.3,1.4
Haiwee 1,PLFAllocator,12,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Haiwee 2,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiwee 2,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiwee 2,MinGen,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiwee 2,MaxCap,4,0,1.3,1.4,1.3,1.4,1.9,1.8,1.7,1.4,1.1,1.1,1.2,1.3
Haiwee 2,MonthlyEnergy,5,0,148.5,196.5,310,367.5,502.5,455,501.5,409.5,305,242,169,177.5
Haiwee 2,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiwee 2,DispatchCost,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiwee 2,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiwee 2,DailyOpRange,11,0,1.3,1.4,1.3,1.4,1.9,1.8,1.7,1.4,1.1,1.1,1.2,1.3
Haiwee 2,PLFAllocator,12,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Camino 1,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Camino 1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Camino 1,MinGen,3,0,0.045,0.07,1.1,0.15,5.06,0.065,0.065,0.065,0.115,0.1,0.06,0.05
Camino 1,MaxCap,4,0,77.95,77.95,77.95,77.95,77.95,77.95,77.95,77.95,77.95,77.95,77.95,77.95
Camino 1,MonthlyEnergy,5,0,3536.195,9023.98,24271.7,17342.99,31174.21,12936.21,11322.11,15649.35,14667.71,12543.96,3572.35,3522.295
Camino 1,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Camino 1,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
Camino 1,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Camino 1,DailyOpRange,11,0,14.825,20.385,23.775,33.3,31.375,37.165,38.255,45.515,41.845,29.565,16.35,14.99
Camino 1,PLFAllocator,12,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Camino 2,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Camino 2,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Camino 2,MinGen,3,0,0.045,0.07,1.1,0.15,5.06,0.065,0.065,0.065,0.115,0.1,0.06,0.05
Camino 2,MaxCap,4,0,77.95,77.95,77.95,77.95,77.95,77.95,77.95,77.95,77.95,77.95,77.95,77.95
Camino 2,MonthlyEnergy,5,0,3536.195,9023.98,24271.7,17342.99,31174.21,12936.21,11322.11,15649.35,14667.71,12543.96,3572.35,3522.295
Camino 2,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Camino 2,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
Camino 2,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Camino 2,DailyOpRange,11,0,14.825,20.385,23.775,33.3,31.375,37.165,38.255,45.515,41.845,29.565,16.35,14.99
Camino 2,PLFAllocator,12,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Jaybird H1,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaybird H1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaybird H1,MinGen,3,0,0.045,0.07,1.105,0.15,5.07,0.065,0.065,0.065,0.115,0.1,0.06,0.05
Jaybird H1,MaxCap,4,0,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1
Jaybird H1,MonthlyEnergy,5,0,3543,9041.345,24318.4,17376.36,31234.2,12961.11,11343.9,15679.46,14695.94,12568.11,3579.22,3529.07
Jaybird H1,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaybird H1,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
Jaybird H1,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaybird H1,DailyOpRange,11,0,14.85,20.42,23.825,33.365,31.435,37.24,38.33,45.605,41.925,29.62,16.38,15.02
Jaybird H1,PLFAllocator,12,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Jaybird H2,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaybird H2,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaybird H2,MinGen,3,0,0.045,0.07,1.105,0.15,5.07,0.065,0.065,0.065,0.115,0.1,0.06,0.05
Jaybird H2,MaxCap,4,0,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1
Jaybird H2,MonthlyEnergy,5,0,3543,9041.345,24318.4,17376.36,31234.2,12961.11,11343.9,15679.46,14695.94,12568.11,3579.22,3529.07
Jaybird H2,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaybird H2,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
Jaybird H2,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaybird H2,DailyOpRange,11,0,14.85,20.42,23.825,33.365,31.435,37.24,38.33,45.605,41.925,29.62,16.38,15.02
Jaybird H2,PLFAllocator,12,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Jones Fork H1,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jones Fork H1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Jones Fork H1,MinGen,3,0,0.01,0.01,0.14,0.02,0.65,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Jones Fork H1,MaxCap,4,0,10,10,10,10,10,10,10,10,10,10,10,10
Jones Fork H1,MonthlyEnergy,5,0,453.65,1157.66,3113.75,2224.89,3999.26,1659.55,1452.48,2007.61,1881.68,1609.23,458.29,451.87
Jones Fork H1,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Jones Fork H1,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
Jones Fork H1,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Jones Fork H1,DailyOpRange,11,0,1.9,2.61,3.05,4.27,4.02,4.77,4.91,5.84,5.37,3.79,2.1,1.92
Jones Fork H1,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Loon Lake,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Loon Lake,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Loon Lake,MinGen,3,0,0.04,0.07,1.05,0.14,4.81,0.06,0.06,0.06,0.11,0.09,0.06,0.05
Loon Lake,MaxCap,4,0,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1
Loon Lake,MonthlyEnergy,5,0,3361.54,8578.28,23072.9,16486.41,29634.5,12297.29,10762.91,14876.42,13943.27,11924.41,3395.91,3348.32
Loon Lake,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Loon Lake,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
Loon Lake,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Loon Lake,DailyOpRange,11,0,14.09,19.38,22.6,31.65,29.82,35.33,36.37,43.27,39.78,28.1,15.54,14.25
Loon Lake,PLFAllocator,12,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Robbs Peak H1,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbs Peak H1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbs Peak H1,MinGen,3,0,0.02,0.02,0.36,0.05,1.65,0.02,0.02,0.02,0.04,0.03,0.02,0.02
Robbs Peak H1,MaxCap,4,0,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5
Robbs Peak H1,MonthlyEnergy,5,0,1156.81,2952.04,7940.07,5673.46,10198.11,4231.86,3703.83,5119.41,4798.29,4103.54,1168.63,1152.26
Robbs Peak H1,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbs Peak H1,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
Robbs Peak H1,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbs Peak H1,DailyOpRange,11,0,4.85,6.67,7.78,10.89,10.26,12.16,12.51,14.89,13.69,9.67,5.35,4.9
Robbs Peak H1,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Union Valley,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Union Valley,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Union Valley,MinGen,3,0,0.02,0.03,0.55,0.07,2.51,0.03,0.03,0.03,0.06,0.05,0.03,0.02
Union Valley,MaxCap,4,0,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6
Union Valley,MonthlyEnergy,5,0,1751.09,4468.58,12019.08,8588.06,15437.13,6405.87,5606.59,7749.39,7263.29,6211.64,1768.99,1744.2
Union Valley,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Union Valley,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
Union Valley,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Union Valley,DailyOpRange,11,0,7.34,10.09,11.77,16.49,15.54,18.4,18.94,22.54,20.72,14.64,8.1,7.42
Union Valley,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
White Rock 1,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
White Rock 1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
White Rock 1,MinGen,3,0,6.55E-02,0.1029787,1.600851,0.2153191,7.334894,9.36E-02,9.36E-02,9.83E-02,0.1685106,0.1404255,8.43E-02,7.02E-02
White Rock 1,MaxCap,4,0,113.0426,113.0426,113.0426,113.0426,113.0426,113.0426,113.0426,113.0426,113.0426,113.0426,113.0426,113.0426
White Rock 1,MonthlyEnergy,5,0,5128.167,13086.51,35198.65,25150.68,45208.63,18760.01,16419.25,22694.58,21271.02,18191.17,5180.593,5108.002
White Rock 1,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
White Rock 1,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
White Rock 1,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
White Rock 1,DailyOpRange,11,0,21.49915,29.55957,34.48383,48.29234,45.49787,53.9,55.47745,66.00936,60.68255,42.87191,23.70851,21.74255
White Rock 1,PLFAllocator,12,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
White Rock 2,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
White Rock 2,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
White Rock 2,MinGen,3,0,7.45E-02,0.1170213,1.819149,0.2446809,8.335107,0.106383,0.106383,0.1117021,0.1914894,0.1595745,9.57E-02,7.98E-02
White Rock 2,MaxCap,4,0,128.4574,128.4574,128.4574,128.4574,128.4574,128.4574,128.4574,128.4574,128.4574,128.4574,128.4574,128.4574
White Rock 2,MonthlyEnergy,5,0,5827.463,14871.04,39998.46,28580.32,51373.44,21318.19,18658.24,25789.29,24171.61,20671.79,5887.037,5804.548
White Rock 2,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
White Rock 2,DispatchCost,9,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
White Rock 2,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
White Rock 2,DailyOpRange,11,0,24.43085,33.59043,39.18617,54.87766,51.70213,61.25,63.04255,75.01064,68.95744,48.71809,26.94149,24.70745
White Rock 2,PLFAllocator,12,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Maxwell Hydro,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxwell Hydro,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxwell Hydro,MinGen,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxwell Hydro,MaxCap,4,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Maxwell Hydro,MonthlyEnergy,5,0,15,14,15,15,23,22,23,19,14,12,10,11
Maxwell Hydro,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxwell Hydro,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
Maxwell Hydro,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxwell Hydro,DailyOpRange,11,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Maxwell Hydro,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
Kohler Hydro 1-2,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kohler Hydro 1-2,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Kohler Hydro 1-2,MinGen,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Kohler Hydro 1-2,MaxCap,4,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Kohler Hydro 1-2,MonthlyEnergy,5,0,34,32,34,34,52,50,52,44,34,26,24,24
Kohler Hydro 1-2,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Kohler Hydro 1-2,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
Kohler Hydro 1-2,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Kohler Hydro 1-2,DailyOpRange,11,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Kohler Hydro 1-2,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
Hillcrest PS,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hillcrest PS,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Hillcrest PS,MinGen,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Hillcrest PS,MaxCap,4,0,2,2,2,2,2,2,2,2,2,2,2,2
Hillcrest PS,MonthlyEnergy,5,0,434,407,430,435,654,637,658,538,413,330,290,305
Hillcrest PS,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Hillcrest PS,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
Hillcrest PS,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Hillcrest PS,DailyOpRange,11,0,2,2,2,2,2,2,2,2,2,2,2,2
Hillcrest PS,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
Sunshine,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunshine,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunshine,MinGen,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunshine,MaxCap,4,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Sunshine,MonthlyEnergy,5,0,152,143,150,152,229,223,230,188,145,115,101,107
Sunshine,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunshine,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
Sunshine,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunshine,DailyOpRange,11,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Sunshine,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
Yellowtail 1,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellowtail 1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellowtail 1,MinGen,3,0,8.2,8.2,8.2,8.2,11.7,21.6,19,9.1,9.3,9.1,8.2,8.2
Yellowtail 1,MaxCap,4,0,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8
Yellowtail 1,MonthlyEnergy,5,0,13052.2,10810.5,11158,14778,21776.2,38959,35331.2,17000.2,16759.5,16938.8,14010.5,14054.8
Yellowtail 1,KLoadFollowing,6,0,1.7995,1.9225,1.832,0.8335,0.626,0.6345,0.454,1.277,1.255,1.0625,1.163,1.292
Yellowtail 1,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
Yellowtail 1,Pvalue,10,0,0.021,0.028,0.021,0.008,0.009,0.044,0.032,0.051,0.038,0.024,0.045,0.039
Yellowtail 1,DailyOpRange,11,0,14,11.8,10.2,18.5,25.3,17.5,19.6,20.6,21,20.5,16.9,16
Yellowtail 1,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
Yellowtail 2,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellowtail 2,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellowtail 2,MinGen,3,0,8.2,8.2,8.2,8.2,11.7,21.6,19,9.1,9.3,9.1,8.2,8.2
Yellowtail 2,MaxCap,4,0,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8
Yellowtail 2,MonthlyEnergy,5,0,13052.2,10810.5,11158,14778,21776.2,38959,35331.2,17000.2,16759.5,16938.8,14010.5,14054.8
Yellowtail 2,KLoadFollowing,6,0,1.7995,1.9225,1.832,0.8335,0.626,0.6345,0.454,1.277,1.255,1.0625,1.163,1.292
Yellowtail 2,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
Yellowtail 2,Pvalue,10,0,0.021,0.028,0.021,0.008,0.009,0.044,0.032,0.051,0.038,0.024,0.045,0.039
Yellowtail 2,DailyOpRange,11,0,14,11.8,10.2,18.5,25.3,17.5,19.6,20.6,21,20.5,16.9,16
Yellowtail 2,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
Yellowtail 3,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellowtail 3,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellowtail 3,MinGen,3,0,8.2,8.2,8.2,8.2,11.7,21.6,19,9.1,9.3,9.1,8.2,8.2
Yellowtail 3,MaxCap,4,0,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8
Yellowtail 3,MonthlyEnergy,5,0,13052.2,10810.5,11158,14778,21776.2,38959,35331.2,17000.2,16759.5,16938.8,14010.5,14054.8
Yellowtail 3,KLoadFollowing,6,0,1.7995,1.9225,1.832,0.8335,0.626,0.6345,0.454,1.277,1.255,1.0625,1.163,1.292
Yellowtail 3,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
Yellowtail 3,Pvalue,10,0,0.021,0.028,0.021,0.008,0.009,0.044,0.032,0.051,0.038,0.024,0.045,0.039
Yellowtail 3,DailyOpRange,11,0,14,11.8,10.2,18.5,25.3,17.5,19.6,20.6,21,20.5,16.9,16
Yellowtail 3,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
Yellowtail 4,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellowtail 4,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellowtail 4,MinGen,3,0,8.2,8.2,8.2,8.2,11.7,21.6,19,9.1,9.3,9.1,8.2,8.2
Yellowtail 4,MaxCap,4,0,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8
Yellowtail 4,MonthlyEnergy,5,0,13052.2,10810.5,11158,14778,21776.2,38959,35331.2,17000.2,16759.5,16938.8,14010.5,14054.8
Yellowtail 4,KLoadFollowing,6,0,1.7995,1.9225,1.832,0.8335,0.626,0.6345,0.454,1.277,1.255,1.0625,1.163,1.292
Yellowtail 4,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
Yellowtail 4,Pvalue,10,0,0.021,0.028,0.021,0.008,0.009,0.044,0.032,0.051,0.038,0.024,0.045,0.039
Yellowtail 4,DailyOpRange,11,0,14,11.8,10.2,18.5,25.3,17.5,19.6,20.6,21,20.5,16.9,16
Yellowtail 4,PLFAllocator,12,0,1,1,1,1,1,1,1,1,1,1,1,1
Estes 1,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Estes 1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Estes 1,MinGen,3,0,14,13.5,13.5,16.4,23.4,43.3,38,18.3,18.6,18.2,15.6,15.1
Estes 1,MaxCap,4,0,44,44,44,44,44,44,44,44,44,44,44,44
Estes 1,MonthlyEnergy,5,0,2996,2758.7,3690.3,2723.3,4261.7,3983.3,3692.7,1220.3,4029.7,3188.7,189,2421
Estes 1,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Estes 1,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
Estes 1,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Estes 1,DailyOpRange,11,0,1.8,1.3,0.7,2,1.7,0.7,0.9,1.9,1.9,1.9,1.9,1.9
Estes 1,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Estes 2,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Estes 2,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Estes 2,MinGen,3,0,3.2,3.3,4,3,4.6,4.4,4,1.3,4.5,3.4,0.2,2.6
Estes 2,MaxCap,4,0,20.4,13.6,14.1,13.6,13.2,10.6,13.2,13.6,14.9,17,6.4,19.6
Estes 2,MonthlyEnergy,5,0,2996,2758.7,3690.3,2723.3,4261.7,3983.3,3692.7,1220.3,4029.7,3188.7,189,2421
Estes 2,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Estes 2,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
Estes 2,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Estes 2,DailyOpRange,11,0,0.4,0.4,0.5,0.4,0.6,0.6,0.5,0.2,0.5,0.4,0,0.3
Estes 2,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Estes 3,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Estes 3,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Estes 3,MinGen,3,0,3.2,3.3,4,3,4.6,4.4,4,1.3,4.5,3.4,0.2,2.6
Estes 3,MaxCap,4,0,20.4,13.6,14.1,13.6,13.2,10.6,13.2,13.6,14.9,17,6.4,19.6
Estes 3,MonthlyEnergy,5,0,2996,2758.7,3690.3,2723.3,4261.7,3983.3,3692.7,1220.3,4029.7,3188.7,189,2421
Estes 3,KLoadFollowing,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Estes 3,DispatchCost,9,0,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
Estes 3,Pvalue,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Estes 3,DailyOpRange,11,0,0.4,0.4,0.5,0.4,0.6,0.6,0.5,0.2,0.5,0.4,0,0.3
Estes 3,PLFAllocator,12,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Green Mountain 1,VOMCost,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Mountain 1,FixedCost,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Mountain 1,MinGen,3,0,3.2,3.3,4,3,4.6,4.4,4,1.3,4.5,3.4,0.2,2.6
